gene	Ace_6	Ace_6	Ace_6	Ace_6	Ace_6	Ace_6
ENSRNOG00000021946	0	0	0	0	0	0
ENSRNOG00000021949	0	0	0	0	0	0
ENSRNOG00000021953	1	0	1	3	3	1
ENSRNOG00000021954	904.181	834.12	821.085	900.151	826.095	1032.039
ENSRNOG00000021960	595.931	573.489	667.366	644.032	628.662	809.549
ENSRNOG00000021962	1199	1048	1235	1140	1075	1246
ENSRNOG00000021966	75	58	48	80	61	68
ENSRNOG00000021972	0	0	0	0	0	0
ENSRNOG00000021984	7	0	5	7	5	4
ENSRNOG00000021986	1.23481	2.41649	6.14068	3.76413	1.23861	4.99776
ENSRNOG00000021987	27	30	36	37	22	45
ENSRNOG00000021988	0	0	0	0	0	0
ENSRNOG00000021992	0	0	0	0	0	0
ENSRNOG00000021996	4	4	7	2	5	7
ENSRNOG00000021999	0	0	0	0	0	0
ENSRNOG00000022007	0	0	0	0	0	0
ENSRNOG00000022009	0	2	4	0	2	2
ENSRNOG00000022012	2	1	1	3	0	3
ENSRNOG00000022014	1458	1391	1600	1567	1425	1804
ENSRNOG00000022015	477.95012	423.91042	401.44332	405.87431	420.20618	466.8305
ENSRNOG00000022021	6	2	3	5	7	7
ENSRNOG00000022022	18.9722	14.0621	10.7753	9.53974	13.6666	19.1429
ENSRNOG00000022030	69	60	68	47	58	82
ENSRNOG00000022039	335	268	336	328	268	334
ENSRNOG00000022043	586.56	488.555	556.378	563.815	558.074	636.525
ENSRNOG00000022044	35	28	27	27	14	32
ENSRNOG00000022054	490.425	445.376	542.864	512.901	460.64	589.48
ENSRNOG00000022060	1225	1026	991	1049	993.0001	1103.001
ENSRNOG00000022063	0	0	0	0	0	0
ENSRNOG00000022066	508	422	462	490	452	507
ENSRNOG00000022067	430	363	404	405	365	385
ENSRNOG00000022071	54.00004	51	48.000000169524	44.99996	34.00005	65
ENSRNOG00000022081	0	0	0	0	0	0
ENSRNOG00000022082	92.6769	0	0.035356	0.000270096	94.0536	0.000928569
ENSRNOG00000022084	0	0	0	0	0	0
ENSRNOG00000022094	61	53	65	43	50	81
ENSRNOG00000022099	3539	3029	3122	3031	2563	3246
ENSRNOG00000022101	16.6676	11.3917	14.436	13.8488	13.9681	18
ENSRNOG00000022104	0	0	0	0	0	0
ENSRNOG00000022107	27.0708	21.4373	15.70922	27.9966	9.42557	24.662
ENSRNOG00000022110	0	0	0	0	0	0
ENSRNOG00000022116	0	0	0	0	0	0
ENSRNOG00000022129	0	0	3.03081	2.02024	1.01609	3.08359
ENSRNOG00000022136	0	0	0	0	1	0
ENSRNOG00000022139	0	0	0	0	0	0
ENSRNOG00000022141	866	907	845	925	915	1142
ENSRNOG00000022143	165	179	227	162	175	188
ENSRNOG00000022144	28.2834	18.3141	29.1857	23.124	23.823	26.2426
ENSRNOG00000022146	6	11.3096	18	11	11	16
ENSRNOG00000022150	0	0	0	0	1	2.1983
ENSRNOG00000022153	1672.997	1690.998	1798	1799.998	1789.002	2025.004
ENSRNOG00000022155	12	22	5	7	10	7
ENSRNOG00000022156	0	0	0	0	0	0
ENSRNOG00000022160	0	0	0	1	0	0
ENSRNOG00000022162	720	597.00003	620	592	622.999826	754
ENSRNOG00000022164	175	162	182	154	167	170
ENSRNOG00000022166	302	249	275	249	232	281
ENSRNOG00000022171	1070	887	1036	950	905	936
ENSRNOG00000022173	2658	2227	2533	2418	2391	2716
ENSRNOG00000022174	7.00115	0.307258	0	2.05916	2.00006	2.61044
ENSRNOG00000022176	26	35	34	42	25	31
ENSRNOG00000022178	1	0	0	0	0	0
ENSRNOG00000022181	0	0	0	0	0	0
ENSRNOG00000022182	613	501	591	547	575	615
ENSRNOG00000022189	429	356	412	437	372	509
ENSRNOG00000022196	1421	1200	1238	1256	1127	1432
ENSRNOG00000022199	18.99998	30.00003	19	20	19	21.99996
ENSRNOG00000022202	1013	933	939	1034	942	1139
ENSRNOG00000022210	0	0	0	0	0	0
ENSRNOG00000022218	301.9998	290.9998	232.9996	271.9996	287.0002	351.9997
ENSRNOG00000022225	0	0	0	0	0	0
ENSRNOG00000022227	30.2877	43.4817	34.0577	36.3271	36.2824	43.5737
ENSRNOG00000022229	362	400	375	394	338	431
ENSRNOG00000022232	0	0	0	0	0	0
ENSRNOG00000022234	539.282	467.289	583.18	558.486	548.03	787.104
ENSRNOG00000022239	0	2	1	3	2	4.000003
ENSRNOG00000022242	1	0	3	2	0	1
ENSRNOG00000022244	0	0	0	0	1	0
ENSRNOG00000022245	931	869	915	1028	943	1223
ENSRNOG00000022247	424.615	367.402	467.39	462.959	402.867	505.609
ENSRNOG00000022248	80	61	85	47	53	64
ENSRNOG00000022249	674	542	576	594	580	715
ENSRNOG00000022251	0	0	0	0	0	0
ENSRNOG00000022252	319.317	325.818	311.562	318.934	343.697	461.904
ENSRNOG00000022255	0	0	0	0	2	0
ENSRNOG00000022256	21	17	26	23	30	28
ENSRNOG00000022257	0	0	0	0	0	0
ENSRNOG00000022260	341.5143	291.10484	309.1373	329.7028	294.0463	364.4001
ENSRNOG00000022261	126	110	101	121	116	162
ENSRNOG00000022267	43	59	45	45	31	39
ENSRNOG00000022268	96.2604	82.4551	100.342	76.3253	69.3917	85.8833
ENSRNOG00000022273	1052	957	1072	1102	1059	1298
ENSRNOG00000022274	492	440	485	436	433	470
ENSRNOG00000022281	1	0	0	1	0	0
ENSRNOG00000022283	0	0	0	1	0	1
ENSRNOG00000022288	120.0004	79	98	74.00002	105	114
ENSRNOG00000022289	1070.8082	933.8824	1156.3486	1070.1343	956.2628	1250.2396
ENSRNOG00000022296	0	0	0	0	0	0
ENSRNOG00000022298	47	61	41	49	64	70
ENSRNOG00000022303	401	349	452	403	368	431
ENSRNOG00000022305	891.239	756.664	751.717	795.361	787.755	818.855
ENSRNOG00000022307	712.0002	647	750.0005	684.0001	669.0004	743.9996
ENSRNOG00000022308	0	0	0	0	0	0
ENSRNOG00000022309	180	182.9998	140	147	122	159
ENSRNOG00000022312	279	243	256	266	235	253
ENSRNOG00000022313	2	1	2	0	3	0
ENSRNOG00000022320	80	79	68	78	74	109
ENSRNOG00000022321	42.8457	39.0237	40.0531	20.2574	47.1032	42.0883
ENSRNOG00000022323	2072.04	1988	2161.9	2276	2175.8	2874.44
ENSRNOG00000022325	994	953	937	980	912	1389
ENSRNOG00000022326	81.7123	71.1781	114.132	85.8211	90.8394	53.9489
ENSRNOG00000022329	0	0	0	0	0	0
ENSRNOG00000022331	5	3	6	3	8	8
ENSRNOG00000022335	0	1	0	0	0	3
ENSRNOG00000022337	11	2	7	6	7	10
ENSRNOG00000022343	728	643	587	614	591	797
ENSRNOG00000022347	403	346	354	353	366	429
ENSRNOG00000022353	1	0	0	0	2	1
ENSRNOG00000022354	194.0778	186.9999	212.0726	199.089	215.9998	225.1232
ENSRNOG00000022356	560.0005	486.0004	555.9998	611	485.9999	678.0003
ENSRNOG00000022358	53	45	56	56	53	50
ENSRNOG00000022364	0	1	0	0	0	0
ENSRNOG00000022368	1132	1024	1193	1148	1112	1314
ENSRNOG00000022372	1709	1477	1676	1556	1404	1684
ENSRNOG00000022373	670	564	605	536	517	534.973
ENSRNOG00000022375	0	0	1.01103	0	0	0
ENSRNOG00000022376	0	0	0	0	0	0
ENSRNOG00000022382	0	0	0	2.02398	3.03293	1.00758
ENSRNOG00000022386	0	0	0	0	0	0
ENSRNOG00000022387	0	0	0	0	0	0
ENSRNOG00000022391	53	69	55	70	45	96
ENSRNOG00000022392	3299	2805	3323	3013	3042	3745
ENSRNOG00000022393	76	78	95	93	84	99.3888
ENSRNOG00000022395	1738	1563	1615	1550	1473	1542
ENSRNOG00000022402	1542.148	1388.311	1354.866	1456.341	1381.718	1641.128
ENSRNOG00000022405	0	0	0	0	0	0
ENSRNOG00000022406	0	0	0	0	0	0
ENSRNOG00000022407	0	0	0	1	0	0
ENSRNOG00000022411	2	2	4	6	1	2
ENSRNOG00000022414	1750.616	1412.89	1417.539	1366.044	1289.257	1383.738
ENSRNOG00000022417	356	286	359	326	336	364
ENSRNOG00000022419	226	240	238	191	249	232
ENSRNOG00000022421	560	475	463	470	453	514
ENSRNOG00000022426	0	0	3	2	0	3
ENSRNOG00000022428	95.0658	63	74.0061	74.0087	75.031	50.1254
ENSRNOG00000022429	10.0219	6.00366	11.0331	8.0022	13	8
ENSRNOG00000022431	87	67	72	72	81	112
ENSRNOG00000022432	10	5	3	9	7.0000000753102	6
ENSRNOG00000022438	136	129	119	130	128	148
ENSRNOG00000022445	0	0	0	0	0	0
ENSRNOG00000022448	975	897	947	851	856	1035
ENSRNOG00000022450	0	0	0	0	0	1
ENSRNOG00000022455	202	161	188	171	174	221
ENSRNOG00000022456	0	0	0	0	0	0
ENSRNOG00000022457	0	1.02783	1.05325	0	0	2.09631
ENSRNOG00000022462	0	0	0	0	0	1
ENSRNOG00000022466	471.74	364	467	407	439.989	542
ENSRNOG00000022472	623	492	536	525	529	632
ENSRNOG00000022476	10	6	2	11	4	15
ENSRNOG00000022480	0	0	0	0	0	0
ENSRNOG00000022482	1170.0015	1035	1050	1218.9957	1144.0038	1463.9987
ENSRNOG00000022483	84	66	65	79	76	77
ENSRNOG00000022485	788	771	720	802	697	1037
ENSRNOG00000022488	0	0	0	0	0	0
ENSRNOG00000022490	2.15472	0	2.14229	2.14945	4.31707	1.08578
ENSRNOG00000022491	129	127	150	131	152	206
ENSRNOG00000022492	2.00074	0	0	0	0	0
ENSRNOG00000022499	347	299	259	304	273	394
ENSRNOG00000022500	1092.798	1003.396	999.4318	1193.022	1044.733	1355.908
ENSRNOG00000022502	771.83	689.862	794.714	723.517	687.669	1023.21
ENSRNOG00000022505	0	1	0	0	0	1
ENSRNOG00000022507	863	744	808	778	712	1013
ENSRNOG00000022509	0	0	1	0	0	0
ENSRNOG00000022511	52.65223	47.484439	49.00000754	30.99998	32.3269500496764	59
ENSRNOG00000022514	656.0002	598.9998	642.0004	612.9999	579.95519	738.9995
ENSRNOG00000022521	205	181	151	181	181	234
ENSRNOG00000022523	1188	1116	1252	1223	1111	1382
ENSRNOG00000022524	328.00000585969	277	261	256	299	352
ENSRNOG00000022533	784	691.9995	737.9998	682.9996	694.0005	729.00031
ENSRNOG00000022536	0	0	0	0	3	0
ENSRNOG00000022537	168	183	166	153	190	173
ENSRNOG00000022540	402	303	375	377	340	438
ENSRNOG00000022548	1	0	2	1	0	3
ENSRNOG00000022555	75	52	62	53	62	80
ENSRNOG00000022565	112.549	86.8719	78.2872	54.9821	52.5011	93.1155
ENSRNOG00000022566	2	3	0	0	2	4
ENSRNOG00000022567	0	1	4	0	1	3
ENSRNOG00000022570	168	142	171	156	123	184
ENSRNOG00000022572	176.5	116.503	224.056	195.777	203.591	98.1077
ENSRNOG00000022576	632	583	535	569	609	743
ENSRNOG00000022582	315	249	325	318	282	357
ENSRNOG00000022586	1288	1168	1281	1222	1245	1493
ENSRNOG00000022593	1062	958	972	1057	1007	968
ENSRNOG00000022595	0	0	0	0	2.03342	3
ENSRNOG00000022597	388	354	351	338	319	367
ENSRNOG00000022598	231.1492	161.9997	196.1119	179	191	136.0561
ENSRNOG00000022599	14.5662	17.8755	81.9501	33.9822	9.84631	13.2702
ENSRNOG00000022601	14	6	3	9	6	12
ENSRNOG00000022603	0	0	1	0	0	0
ENSRNOG00000022607	238	213	236	217	186	248
ENSRNOG00000022609	354.0001	263	309	338.0003	339.99992	420.9997
ENSRNOG00000022610	0	0	1	2	0	2
ENSRNOG00000022614	0	0	0	1.00293	0	0
ENSRNOG00000022615	296	290	310	304	364	377
ENSRNOG00000022619	40268.7	38218.7	44034.7	42020	39982.9	49826.1
ENSRNOG00000022622	148	127	99	101	106	148
ENSRNOG00000022623	940	833	876	890	795	952
ENSRNOG00000022631	4	1	0	0	2	1
ENSRNOG00000022632	2.01652	3.02902	0	0	0	0
ENSRNOG00000022635	39	39	33	52	42	73
ENSRNOG00000022636	352	333	314	310	335	360
ENSRNOG00000022637	755	546	585	496	447	532
ENSRNOG00000022640	0	1	0	3	0	1
ENSRNOG00000022652	13.1074	10.7494	12.3229	0	4.27257	20.5151
ENSRNOG00000022657	814	759	873	911	803	1155
ENSRNOG00000022660	2	7	7	5	5	14
ENSRNOG00000022664	1155	982	1067	1022	997	1064
ENSRNOG00000022669	0	0	0	0	0	0
ENSRNOG00000022673	0	1	0	0	0	0
ENSRNOG00000022679	2	0	1.97885	0	0	0
ENSRNOG00000022680	0	0	0	0	0	0
ENSRNOG00000022681	336.127	258.084	350.161	302.287	293.191	392.787
ENSRNOG00000022686	1020	993	895	994	891	1366
ENSRNOG00000022691	15	15	21.00005	21.99998	11	22
ENSRNOG00000022694	509.5437	420.8019	490.1564	479.8704	417.2799	416.579
ENSRNOG00000022697	88	98	105	99	101	103
ENSRNOG00000022698	456	441	455	441	384	504
ENSRNOG00000022699	50.7175	22.4219	40.5024	35.7697	22.3442	35.8642
ENSRNOG00000022701	7	12	18	20	17	19
ENSRNOG00000022702	1122	961	1167	1119	1080	1302
ENSRNOG00000022703	0	0	0	0	0	0
ENSRNOG00000022704	15	13	9	10	8	14
ENSRNOG00000022707	1	0	0	0	0	0
ENSRNOG00000022709	0	0	0	0	0	0
ENSRNOG00000022710	322	336	344	328	312	446
ENSRNOG00000022711	0	1	0	0	0	1
ENSRNOG00000022712	118	109	111	142	116	118
ENSRNOG00000022717	1	0	0	1	1	0
ENSRNOG00000022718	0	1.00114	3.00256	2.26353	1.00121	1.00146
ENSRNOG00000022720	1174.72	1131.29	1160.38	1276.37	1198.77	1500.6
ENSRNOG00000022721	0	0	0	0	0	0
ENSRNOG00000022723	3	0	1	0	1	4
ENSRNOG00000022724	17	4	10	10	3	10
ENSRNOG00000022725	557.743	437.077	567.662	512.001	490.604	532.744
ENSRNOG00000022726	0	0	0	0	0	0
ENSRNOG00000022727	2332	2136.56	2338.29	2337	2171	2588.25
ENSRNOG00000022729	0	0	0	0	0	0
ENSRNOG00000022730	193	170	167.659	173	161.689	212
ENSRNOG00000022732	488	446	488	478	494	640
ENSRNOG00000022736	457	420	430	463	451	607
ENSRNOG00000022737	0	0	0	0	0	0
ENSRNOG00000022738	39.8214	28.1861	25.2812	23.272	42.1206	40.9371
ENSRNOG00000022741	1885.999	1770.001	1809.0041	1855.999	1764.001	1998
ENSRNOG00000022742	242.764	219.776	216	252	216	276.708
ENSRNOG00000022745	870.416	738.707	804.061	829.323	762.544	952.484
ENSRNOG00000022748	791	743	839	818	825	1120
ENSRNOG00000022751	0	0	0	0	2	0
ENSRNOG00000022753	548	462.0001	573	469.0005	475.9996	445.0003
ENSRNOG00000022760	18	26	16	10	30	25
ENSRNOG00000022762	4	0	3	1	0	2
ENSRNOG00000022764	9	17	9	16	7	11
ENSRNOG00000022766	0	5.87992	4	0	0	0
ENSRNOG00000022767	19.9216	19.8743	16.7494	8.4502	16.6906	28.2813
ENSRNOG00000022769	132.239	103.494	106.669	136.971	112.145	165.51
ENSRNOG00000022771	1208	1078	1124	1105	1028	1034
ENSRNOG00000022772	1384	1409	1352	1432	1280	1586
ENSRNOG00000022777	11	8	6	5	10	17
ENSRNOG00000022778	913.0235	790.0002	770.0004	886	824.0176	980.9999
ENSRNOG00000022781	891	806	808	916	761	1004
ENSRNOG00000022784	14	3	21	16	14	14
ENSRNOG00000022791	0	0	0	0	0	0
ENSRNOG00000022792	2	7	6	0	8	13
ENSRNOG00000022796	170	141	175	152	131	203
ENSRNOG00000022798	0	0	0	0	0	0
ENSRNOG00000022800	332.0861	318.9996	291.00029	367.0704	315.0105	406.0406
ENSRNOG00000022802	2789	2346	2610	2288.001	2252.003	2218.999
ENSRNOG00000022804	1101	848	1040	803.0002	810.9996	718.9997
ENSRNOG00000022806	9	3	9	7	7	10
ENSRNOG00000022807	66	70	59	37	43	48
ENSRNOG00000022812	524.9995	456.9994	446.9991	455.0003	431.0002	530.0004
ENSRNOG00000022822	104.878	69.7729	68.3781	81.8854	80.4951	96.6602
ENSRNOG00000022837	307.9998	251.0002	265.0004	277.9997	289.9997	293
ENSRNOG00000022838	109	58	82	91	69	88
ENSRNOG00000022839	8	6.03384	7.09635	11.0583	11.0294	6.03348
ENSRNOG00000022844	0	0	0	0	0	1
ENSRNOG00000022845	208.9997	211.0004	199.999500239642	225.9996	185	228.00015
ENSRNOG00000022847	1046	951	971	1022	942	1134
ENSRNOG00000022848	0	0	0	0	0	0
ENSRNOG00000022852	16	17	15	19	12	20
ENSRNOG00000022855	0	0	0	0	0	0
ENSRNOG00000022857	291	268	286	280.866	315	369
ENSRNOG00000022859	8	5	11	5	11	17
ENSRNOG00000022860	1785	1591	1882	1730	1703	2349
ENSRNOG00000022863	3.08889	0	6.02178	3.15995	0	0
ENSRNOG00000022868	31	21	34	21	30	32
ENSRNOG00000022870	779	695	771	726	797	755
ENSRNOG00000022871	527	425	452	422	463	613
ENSRNOG00000022877	1789.633	1550.444	1782.627	1653.244	1598.998	1957.712
ENSRNOG00000022882	3.13801	0	4.95894	4.20907	1.70051	0
ENSRNOG00000022884	3	4.999999	4	4	10	5
ENSRNOG00000022890	0	0	0	0	0	0
ENSRNOG00000022893	358.7363	315.8262	311.4849	367.2189	297.2779	316.7494
ENSRNOG00000022894	255	220	240	223	223	302
ENSRNOG00000022896	823.563	695.097	844.605	708.616	727.54	904.804
ENSRNOG00000022899	0	0	0	0	0	0
ENSRNOG00000022900	0	0	0	0	0	0
ENSRNOG00000022910	261	219	236	254	258	322
ENSRNOG00000022911	417	359	382	357	347	401
ENSRNOG00000022919	9	6	6	6	6	5
ENSRNOG00000022921	182	141.0004	172.99954	183	163.99992	197
ENSRNOG00000022922	1667	1457	1544	1508	1514	1819
ENSRNOG00000022929	326	307	339	326	337	426
ENSRNOG00000022932	234.986	236.149	236.667	212.384	214.211	243.962
ENSRNOG00000022934	36.71827	32.0589	48.54376	44.6198	37.7336	53.1978
ENSRNOG00000022937	17.3524	9.22304	14.1359	10.3542	16.6583	16.3949
ENSRNOG00000022938	296	266	248	306	295	386
ENSRNOG00000022939	1059.58	937.27	1008.32	1106.67	1079.45	1300.51
ENSRNOG00000022941	1.0122	3.0335	0	0	0	0
ENSRNOG00000022943	508	398	452	475	394	496
ENSRNOG00000022946	18	12	16	7	13	10
ENSRNOG00000022950	0	0	0	0	0	0
ENSRNOG00000022953	98	66	92	73	106	97
ENSRNOG00000022955	4	1	0	1	0	1
ENSRNOG00000022957	2	1	0	0	2	0
ENSRNOG00000022964	0	0	0	0	1	0
ENSRNOG00000022967	423	366	335	393	346	375
ENSRNOG00000022970	0	0	0	0	0	0
ENSRNOG00000022971	75.2785	79.4576	68.2787	71.3662	65.1958	93.3292
ENSRNOG00000022975	30.0296	22.1497	31.1435	20.0162	37.0471	35.279
ENSRNOG00000022980	6840	6035	6947	6733	6489	8346
ENSRNOG00000022982	0	0	0	0	0	2
ENSRNOG00000022983	213	181.99983	186.99957	221	211	220
ENSRNOG00000022988	1	0	0	0	0	0
ENSRNOG00000022990	0	0	0	0	0	0
ENSRNOG00000022994	0	0	1	0	0	0
ENSRNOG00000022999	3870.002	3355.998	3297.006	3424.002	3084.0017	4312.003
ENSRNOG00000023005	2	4	4	2	1	3
ENSRNOG00000023007	146.983	121.953	94	87	75	82
ENSRNOG00000023008	33	20	33	26	27	33
ENSRNOG00000023013	343.00038	295.0003	330.0004	319.99955	332.9996	387.9995
ENSRNOG00000023016	0	0	0	0	0	0
ENSRNOG00000023020	335	341	398	335	363	465
ENSRNOG00000023021	529	488	437	536	510	574
ENSRNOG00000023023	151.694	127.437	126.269	125.709	140.099	151.135
ENSRNOG00000023026	10	3	12	11	17	16
ENSRNOG00000023030	1.999996	1	1	1	1	0
ENSRNOG00000023034	1	2	1	1	0	1
ENSRNOG00000023035	296.0001	301	320.9995	292.9996	253.0001	378.0002
ENSRNOG00000023053	1937	1798	1736	1852	1695	1998
ENSRNOG00000023064	39	23	31	27	30	40
ENSRNOG00000023065	746	597	729	665	716	849
ENSRNOG00000023068	1	0	3	0	0	3
ENSRNOG00000023073	0	0	1	0	0	0
ENSRNOG00000023077	1	0	1	2	1	1
ENSRNOG00000023079	624	675	680	753	696	888
ENSRNOG00000023081	0	0	0	0	0	0
ENSRNOG00000023085	35	23	23	34	23	30
ENSRNOG00000023086	967	886	1005	1023	1048	1288
ENSRNOG00000023089	1	0	7	0	0	7
ENSRNOG00000023090	0	0.69017	0.863041	0	0	0
ENSRNOG00000023091	0	0	0	0	0	0
ENSRNOG00000023092	1	2	2	1	0	0
ENSRNOG00000023093	99	87	97	82	84	142
ENSRNOG00000023094	0	0	0	0	0	0
ENSRNOG00000023095	2599	2237	2353	2275	2256	2590
ENSRNOG00000023100	0	0	0	0	0	0
ENSRNOG00000023101	0	0	0	0	0	0
ENSRNOG00000023107	1497	1266	1392	1296	1350	1455
ENSRNOG00000023109	115	109	118	104	119	103
ENSRNOG00000023112	5.31829	16.1597	0	7.11084	0	7.46563
ENSRNOG00000023116	1	3	1	1	0	2
ENSRNOG00000023122	0	0	0	0	0	0
ENSRNOG00000023126	0	0	0	0	1	0
ENSRNOG00000023129	115	87	94	83	95	127
ENSRNOG00000023130	201	147	191	196	188	207
ENSRNOG00000023140	7	8	8.0000027373	6.00000424356	13.0000323	7
ENSRNOG00000023143	143.00011	100.279	133.00015	109	133.369	192.338
ENSRNOG00000023148	47	38	47	43	55	65
ENSRNOG00000023150	16129	14165	16384	16031	15419	18729
ENSRNOG00000023151	0	1	0	0	1	0
ENSRNOG00000023152	748	774	776	749	762	783
ENSRNOG00000023154	0	0	0	0	0	0
ENSRNOG00000023162	922	847	841	881	816	941
ENSRNOG00000023163	3	6	7	1	1	3
ENSRNOG00000023172	136	117	148	106	89	159
ENSRNOG00000023176	3957	3334.995	3471.996	3593.998	3334.996	3757.998
ENSRNOG00000023177	10.6054	7.21089	11.6947	9.63169	4.70953	11.8125
ENSRNOG00000023181	0	0	1.00028	0	0	1.00113
ENSRNOG00000023182	0	0	0	0	0	0
ENSRNOG00000023187	299.0005	226.9999	251.99979	244	223	328.0005
ENSRNOG00000023194	0	0	0	0	0	0
ENSRNOG00000023195	0	0	0	0	0	0
ENSRNOG00000023197	389	339	339	365	308	372
ENSRNOG00000023202	2079.001	2085.002	2088.001	2168.997	2092.997	2854.997
ENSRNOG00000023208	189	146	167	192	189	140
ENSRNOG00000023209	8	6	4	6	4	8
ENSRNOG00000023210	2139	1830	2043	2020	1919	2175
ENSRNOG00000023213	0	0	0	0	0	0
ENSRNOG00000023214	0	2	1	3	1	6
ENSRNOG00000023216	295.9999	273.0003	269.0003	244.0002	234	307.9997
ENSRNOG00000023220	687	638	694	675	640	821
ENSRNOG00000023226	1425	1415	1660	1565	1435	2048
ENSRNOG00000023227	3262	2516	2033	1961	1835	2370
ENSRNOG00000023230	83	65	59	57	57	59
ENSRNOG00000023233	166.848	128	165.818	158.805	166.423	182
ENSRNOG00000023238	1433	1258	1268	1372	1299	1425
ENSRNOG00000023256	0	0	0	0	0	0
ENSRNOG00000023257	931	767	758	797	802	841
ENSRNOG00000023258	1175	1084	1148	961	1013	1144
ENSRNOG00000023261	222	176	214	229	186	249
ENSRNOG00000023262	177	175	175	193	167	227
ENSRNOG00000023269	2.03469	2.03447	0	2.0359	2.03726	2.0395
ENSRNOG00000023271	981	873	914	929	920	1214
ENSRNOG00000023274	215	214	252	240	229	260
ENSRNOG00000023278	1149.5396	1011.6068	1048.1388	1106.9782	1088.4636	1254.2422
ENSRNOG00000023280	1437.998	1261	1306	1387.997	1362.995	1576
ENSRNOG00000023285	1.02085	6.16651	0	5.14016	3.05967	8.17842
ENSRNOG00000023286	0	0	0	0	0	0
ENSRNOG00000023296	309	294	302	291	243	317
ENSRNOG00000023299	3	0	6	1	2	4
ENSRNOG00000023303	44	48	44	52	43	64
ENSRNOG00000023304	190	159	181	154	204	229
ENSRNOG00000023309	334	317	375	345	301	389
ENSRNOG00000023312	602.485	511.913	553.155	553.48	457.645	622.644
ENSRNOG00000023314	0	0	0	0	0	0
ENSRNOG00000023317	2090	1872	2180	2011.97	1985	2293
ENSRNOG00000023318	40	23	31	47	39	29
ENSRNOG00000023320	15.99998	5	9	9	12	9
ENSRNOG00000023322	1778	1572	1803	1733	1779	2254
ENSRNOG00000023330	0	0	0	0	0	0
ENSRNOG00000023334	542	502	504	563	528	595
ENSRNOG00000023337	41.0785	29.6501	27.2837	44.9306	28.8561	43.0226
ENSRNOG00000023338	1088	1036	1037	994	1066	1260
ENSRNOG00000023340	29	40	36	35	39	39
ENSRNOG00000023342	0	0	0	0	0	0
ENSRNOG00000023344	8595.28	7875.53	9266.33	9316.49	9111.28	12523.7
ENSRNOG00000023346	212.582	202.113	183.866	180.7263	164.378	201.28296
ENSRNOG00000023348	181	150	200.0005	142	168.99986	168
ENSRNOG00000023352	676	558	632	614	616	586
ENSRNOG00000023356	2470.03	2170.19	2445.46	2448.76	2196.74	3018.18
ENSRNOG00000023360	5455.32	4692.72	5131.33	5153.41	4496.32	5341.91
ENSRNOG00000023363	821	699	748	777	701	910
ENSRNOG00000023365	2.15038	0	2.00022	0	1.00009	3.4633
ENSRNOG00000023366	56	50	36	42	50	62
ENSRNOG00000023367	0	0	0	0	0	0
ENSRNOG00000023372	0	0	0	0	1	0
ENSRNOG00000023373	1303	1056	1169	916	1061.5	931.174
ENSRNOG00000023375	939	847	919	907	843	1020
ENSRNOG00000023376	1467	1282	1474	1385	1332	1693
ENSRNOG00000023381	80	63	56	59	57	52
ENSRNOG00000023383	5731	5363	5648	5706	5310	7309
ENSRNOG00000023384	0	0	0	0	0	0
ENSRNOG00000023385	6135.58	5423.64	6945.06	6624.71	6428.36	8558.84
ENSRNOG00000023386	74.7736	105.641	108.392	91.9731	122.688	151.21
ENSRNOG00000023387	1732.001	1511.5032	1811.4997	1641.0017	1648.4949	2010.0043
ENSRNOG00000023389	2	0	5	0	3	3
ENSRNOG00000023393	1128.0008	934.9999	938.00008	742.99973	832.99999	699.00025
ENSRNOG00000023397	0	0	0	0	0	0
ENSRNOG00000023400	450	376	377	460	372	388
ENSRNOG00000023403	443	387	417	419	399	451
ENSRNOG00000023404	17	13	8	15	12	8
ENSRNOG00000023407	682.999	631.889	668.51	620.793	670.699	808.558
ENSRNOG00000023410	204	203	214	209	261	261
ENSRNOG00000023411	280	223	278	231	199	224
ENSRNOG00000023412	68	62	75	66	69	71
ENSRNOG00000023418	0	0	0	0	0	0
ENSRNOG00000023427	9	4	5	5	6	3
ENSRNOG00000023428	38.0632	23.0131	28.0442	32.0337	26.0461	28.1164
ENSRNOG00000023430	0	0	0	0	0	0
ENSRNOG00000023431	442	365	389	354	376	433
ENSRNOG00000023433	2480	2367	2425	2382	2044.004	2518
ENSRNOG00000023434	10	4	5	7	9	14
ENSRNOG00000023440	0	0	2	0	0	1
ENSRNOG00000023446	130.811	131.474	152.121	132.168	123.134	172.167
ENSRNOG00000023449	2	1	0	4	0	0
ENSRNOG00000023452	46	49	49	43	38	58
ENSRNOG00000023453	1347	1211.001	1138	1356.001	1145.999	1416.0006
ENSRNOG00000023455	1993	1789	2102	1977	1847	2311
ENSRNOG00000023456	1324.428	1181.638	1405.91	1280.723	1299.267	1499.074
ENSRNOG00000023457	1	0	0	1	0	1
ENSRNOG00000023458	106.915	98.6597	107.507	108.609	114.577	102.399
ENSRNOG00000023459	89	88	99	73	74	106
ENSRNOG00000023463	407	412	390	450	411	495
ENSRNOG00000023465	228	270	316	266	236	346
ENSRNOG00000023467	1789.12	1569.4	1729.14	1788.93	1663.83	1930.14
ENSRNOG00000023469	0	0	0	0	0	0
ENSRNOG00000023473	552.00006	477	533	514	502	602
ENSRNOG00000023474	1.0000001	0	0	0	0	0
ENSRNOG00000023476	7	4	16	8	2	12
